"Word","Length","Freq_HAL","Log_Freq_HAL","POS"
"sleuths","7","61","4.111","NN"
"slewed","6","20","2.996","VB|JJ"
"slewing","7","25","3.219","VB|NN|JJ"
"slews","5","18","2.890","NN|VB"
"slicing","7","466","6.144","VB"
"slickest","8","45","3.807","JJ"
"slickly","7","49","3.892","RB"
"slickness","9","101","4.615","NN"
"slicks","6","288","5.663","VB"
"slighted","8","208","5.338","VB"
"slighting","9","33","3.497","VB|NN"
"slightingly","11","0","0.000","RB"
"slightness","10","6","1.792","NN"
"slimier","7","20","2.996","JJ"
"slimiest","8","20","2.996","JJ"
"sliminess","9","20","2.996","NN"
"slimmed","7","43","3.761","VB|JJ"
"slimmers","8","2","0.693","NN"
"slimmest","8","21","3.045","JJ"
"slimming","8","54","3.989","VB|NN|JJ"
"slimness","8","13","2.565","NN"
"slims","5","126","4.836","VB|NN"
"slingers","8","77","4.344","NN"
"slingshots","10","56","4.025","NN"
"slinkiness","10","1","0.000","NN"
"slinking","8","70","4.248","VB|NN|JJ"
"slinks","6","51","3.932","NN|VB"
"slipcovers","10","17","2.833","NN"
"slipknots","9","6","1.792","NN"
"slipovers","9","0","0.000","NN"
"slippered","9","28","3.332","VB|JJ"
"slipperier","10","22","3.091","JJ"
"slipperiest","11","7","1.946","JJ"
"slipperiness","12","36","3.584","NN"
"slippy","6","21","3.045","JJ"
"slipstreams","11","1","0.000","NN"
"slipway","7","1","0.000","NN"
"slipways","8","7","1.946","NN"
"slithered","9","149","5.004","VB|JJ"
"slithering","10","127","4.844","VB|NN"
"slithers","8","34","3.526","VB|NN"
"slithery","8","18","2.890","JJ"
"SLITTER","7","5","1.609","NN"
"SLITTERS","8","3","1.099","NN"
"slitting","8","133","4.890","VB|NN|JJ"
"slivered","8","37","3.611","VB"
"slivering","9","3","1.099","VB"
"slivers","7","97","4.575","NN"
"SLIVERY","7","2","0.693","JJ"
"slivovitz","9","5","1.609","NN"
"SLOAN'S","7","94","4.543","#"
"SLOANAKER","9","0","0.000","#"
"SLOANE","6","257","5.549","NN"
"slobbered","9","32","3.466","VB"
"slobbering","10","209","5.342","VB|NN|JJ"
"slobbers","8","19","2.944","VB"
"slobs","5","189","5.242","NN|VB"
"SLOCUM","6","219","5.389","NN"
"SLOCUM'S","8","7","1.946","#"
"sloes","5","7","1.946","NN"
"slog","4","205","5.323","VB"
"SLOGANEERING","12","35","3.555","VB|NN|JJ"
"slogged","7","39","3.664","VB|JJ"
"slogger","7","7","1.946","NN"
"sloggers","8","3","1.099","NN"
"slogging","8","107","4.673","VB"
"slogs","5","16","2.773","VB|NN"
"sloops","6","14","2.639","NN"
"sloped","6","211","5.352","VB"
"slopingly","9","0","0.000","RB"
"sloppier","8","45","3.807","JJ"
"sloppiest","9","15","2.708","JJ"
"sloppiness","10","169","5.130","NN"
"slops","5","28","3.332","VB|NN"
"sloshes","7","16","2.773","VB|NN"
"sloshing","8","99","4.595","VB|NN|JJ"
"slothfully","10","1","0.000","RB"
"slothfulness","12","3","1.099","NN"
"sloths","6","77","4.344","NN"
"slotting","8","34","3.526","VB|NN|JJ"
"slouched","8","51","3.932","VB"
"slouching","9","34","3.526","VB|NN|JJ"
"slouchingly","11","0","0.000","JJ|RB"
"sloughs","7","23","3.135","NN|VB"
"Slovenian","9","275","5.617","JJ"
"Slovenians","10","72","4.277","#"
"slovenlier","10","0","0.000","JJ"
"slovenliest","11","0","0.000","JJ"
"slovens","7","6","1.792","NN"
"slowcoach","9","0","0.000","NN"
"slowcoaches","11","0","0.000","NN"
"slowpokes","9","20","2.996","#"
"slows","5","3,739","8.227","VB"
"slowworm","8","0","0.000","NN"
"slowworms","9","0","0.000","NN"
"sluggards","9","10","2.303","NN"
"sluggishness","12","68","4.220","NN"
"SLUICEHOUSE","11","0","0.000","NN"
"sluiceways","10","0","0.000","#"
"slumberer","9","0","0.000","NN"
"slumberers","10","1","0.000","NN"
"slumbering","10","58","4.060","VB"
"slumberous","10","1","0.000","JJ"
"slumbers","8","52","3.951","NN|VB"
"slumbrous","9","1","0.000","JJ"
"slummed","7","1","0.000","VB|JJ"
"slummier","8","0","0.000","JJ"
"slummiest","9","2","0.693","JJ"
"slummy","6","3","1.099","JJ"
"slumping","8","80","4.382","VB|JJ|NN"
"slumps","6","101","4.615","VB|NN"
"slunk","5","41","3.714","VB"
"slurping","8","302","5.710","VB|NN|JJ"
"slurps","6","38","3.638","NN|VB"
"slurred","7","142","4.956","VB|JJ"
"SLURRIES","8","8","2.079","NN"
"slurring","8","61","4.111","VB|NN|JJ"
"slurry","6","169","5.130","NN"
"slurs","5","445","6.098","VB|NN"
"slushier","8","0","0.000","JJ"
"slushiest","9","0","0.000","JJ"
"sluts","5","457","6.125","NN"
"sluttish","8","13","2.565","JJ"
"slyer","5","3","1.099","JJ"
"slyest","6","2","0.693","JJ"
"slyly","5","246","5.505","RB"
"smacker","7","19","2.944","NN"
"smackers","8","22","3.091","NN"
"smacking","8","375","5.927","VB|NN|JJ"
"smackings","9","2","0.693","NN"
"smallholder","11","4","1.386","NN"
"smallholders","12","12","2.485","NN"
"smallholding","12","1","0.000","VB|NN|JJ"
"smallholdings","13","0","0.000","NN"
"smalls","6","94","4.543","NN"
"SMALLWOOD","9","175","5.165","NN"
"smarmier","8","7","1.946","JJ"
"smarmiest","9","1","0.000","JJ"
"smarmy","6","166","5.112","JJ"
"smartest","8","596","6.390","JJ"
"smarting","8","96","4.564","VB"
"smartness","9","50","3.912","NN"
"smarts","6","440","6.087","VB"
"smashers","8","84","4.431","NN"
"smashes","7","231","5.442","NN|VB"
"smattering","10","305","5.720","NN|VB"
"smearing","8","417","6.033","VB|NN|JJ"
"smears","6","330","5.799","NN|VB"
"smellier","8","22","3.091","JJ"
"smelliest","9","19","2.944","JJ"
"smelliness","10","0","0.000","NN"
"smelted","7","28","3.332","VB|JJ"
"smelting","8","102","4.625","VB"
"SMERDYAKOV","10","0","0.000","#"
"smilax","6","20","2.996","NN"
"SMILIN","6","142","4.956","#"
"smirched","8","0","0.000","VB|JJ"
"smirches","8","0","0.000","VB|NN"
"smirching","9","11","2.398","VB|NN|JJ"
"smirking","8","132","4.883","VB|NN|JJ"
"smirks","6","83","4.419","VB|NN"
"smites","6","7","1.946","VB"
"SMITHFIELD","10","98","4.585","NN"
"smithies","8","13","2.565","NN"
"smiths","6","983","6.891","NN"
"SMITHTOWN","9","44","3.784","#"
"smiting","7","51","3.932","VB|NN|JJ"
"smocks","6","31","3.434","NN"
"smogs","5","4","1.386","NN"
"smokeless","9","180","5.193","JJ"
"smokescreens","12","35","3.555","NN"
"smokestacks","11","36","3.584","NN"
"smokier","7","13","2.565","JJ"
"SMOKIES","7","56","4.025","NN"
"smokiest","8","0","0.000","JJ"
"smokiness","9","4","1.386","NN"
"smooched","8","9","2.197","VB"
"smoocher","8","0","0.000","NN"
"smoochers","9","1","0.000","NN"
"smooches","8","35","3.555","VB|NN"
"smoochier","9","0","0.000","JJ"
"smoochiest","10","0","0.000","#"
"smoochy","7","6","1.792","JJ"
"smoothies","9","25","3.219","NN"
"smooths","7","112","4.718","VB"
"smothers","8","155","5.043","VB"
"smouldered","10","7","1.946","VB|JJ"
"smouldering","11","69","4.234","VB|NN|JJ"
"smoulders","9","5","1.609","VB"
"smudges","7","102","4.625","NN"
"smudgier","8","0","0.000","JJ"
"smudgiest","9","1","0.000","JJ"
"smudging","8","26","3.258","VB|NN|JJ"
"smudgy","6","20","2.996","JJ"
"smugger","7","1","0.000","JJ"
"smuggest","8","1","0.000","JJ"
"smuggles","8","24","3.178","VB"
"smugly","6","193","5.263","RB"
"smugness","8","108","4.682","NN"
"smuts","5","90","4.500","VB|NN"
"smutted","7","1","0.000","VB|JJ"
"smuttier","8","0","0.000","JJ"
"smuttiest","9","0","0.000","JJ"
"smuttily","8","0","0.000","RB"
"smuttiness","10","3","1.099","NN"
"smutting","8","1","0.000","VB"
"SMYTHE","6","268","5.591","NN"
"snacked","7","26","3.258","VB|JJ"
"snacking","8","67","4.205","VB|NN|JJ"
"snaffle","7","177","5.176","NN|VB"
"snaffled","8","13","2.565","VB|JJ"
"snaffles","8","96","4.564","NN|VB"
"snaffling","9","2","0.693","VB|NN|JJ"
"snagged","7","258","5.553","VB"
"snagging","8","92","4.522","VB|NN"
"SNAKESTRIKE","11","0","0.000","VB|NN"
"snakier","7","0","0.000","JJ"
"snakiest","8","1","0.000","JJ"
"snaking","7","78","4.357","VB"
"snaky","5","23","3.135","JJ"
"snappers","8","58","4.060","NN"
"snappier","8","106","4.663","JJ"
"snappiest","9","0","0.000","JJ"
"snappily","8","5","1.609","RB"
"snappiness","10","6","1.792","NN"
"snappishly","10","2","0.693","RB"
"snappishness","12","1","0.000","NN"
"snaps","5","927","6.832","VB|NN"
"snares","6","221","5.398","NN|VB"
"snaring","7","32","3.466","VB|NN|JJ"
"snarls","6","83","4.419","NN|VB"
"snatchers","9","173","5.153","NN"
"snazzier","8","23","3.135","JJ"
"snazziest","9","10","2.303","JJ"
"SNEAD","5","144","4.970","#"
"sneakier","8","28","3.332","JJ"
"sneakiest","9","17","2.833","JJ"
"sneakiness","10","15","2.708","NN"
"sneakingly","10","0","0.000","RB"
"SNEED","5","16","2.773","#"
"sneerer","7","1","0.000","NN"
"sneerers","8","1","0.000","NN"
"sneeringly","10","13","2.565","RB"
"sneezes","7","147","4.990","VB|NN"
"SNELLING","8","97","4.575","NN"
"SNELLVILLE","10","18","2.890","#"
"snicked","7","5","1.609","JJ"
"snickering","10","139","4.934","VB|NN|JJ"
"snickers","8","181","5.198","VB|NN"
"snicking","8","2","0.693","VB"
"snicks","6","2","0.693","NN"
"snidely","7","53","3.970","RB"
"snideness","9","11","2.398","NN"
"sniffers","8","162","5.088","NN"
"sniffier","8","0","0.000","JJ"
"sniffiest","9","0","0.000","JJ"
"sniffled","8","39","3.664","VB"
"sniffler","8","0","0.000","NN"
"snifflers","9","0","0.000","NN"
"sniffles","8","62","4.127","NN|VB"
"sniffling","9","58","4.060","VB|NN|JJ"
"sniffs","6","157","5.056","VB|NN"
"sniffy","6","6","1.792","JJ"
"snifter","7","67","4.205","NN|VB"
"snifters","8","13","2.565","NN|VB"
"snigger","7","152","5.024","VB"
"sniggered","9","20","2.996","VB"
"sniggering","10","34","3.526","VB|NN|JJ"
"sniggers","8","9","2.197","VB"
"sniped","6","41","3.714","VB|JJ"
"snipers","7","278","5.628","NN"
"snipes","6","178","5.182","VB"
"snipped","7","2,065","7.633","VB|JJ"
"snippets","8","792","6.675","NN"
"snipping","8","318","5.762","VB|NN|JJ"
"snippings","9","0","0.000","NN"
"snitched","8","17","2.833","VB|JJ"
"snitches","8","41","3.714","VB|NN"
"snitching","9","16","2.773","VB|NN|JJ"
"snivelled","9","2","0.693","VB"
"sniveller","9","3","1.099","NN"
"snivellers","10","2","0.693","NN"
"snivels","7","21","3.045","VB|NN"
"snobbier","8","1","0.000","JJ"
"snobbiest","9","2","0.693","JJ"
"snobbishness","12","35","3.555","NN"
"SNODGRASS","9","262","5.568","#"
"snog","4","108","4.682","VB|NN"
"snogged","7","6","1.792","VB|JJ"
"snogging","8","27","3.296","VB|NN|JJ"
"snogs","5","1","0.000","VB|NN"
"snood","5","12","2.485","NN|VB"
"snoods","6","2","0.693","#"
"snooker","7","180","5.193","NN|VB"
"snookered","9","37","3.611","VB|JJ"
"snookering","10","1","0.000","VB|NN|JJ"
"snookers","8","3","1.099","VB|NN"
"snooped","7","34","3.526","VB|JJ"
"snooper","7","128","4.852","NN"
"snoopers","8","66","4.190","NN"
"snoops","6","108","4.682","VB|NN"
"snoot","5","29","3.367","NN"
"snootier","8","1","0.000","JJ"
"snootiest","9","0","0.000","JJ"
"snootily","8","4","1.386","RB"
"snootiness","10","2","0.693","NN"
"snoots","6","6","1.792","NN"
"snoozed","7","14","2.639","VB"
"snoozes","7","10","2.303","VB|NN"
"snoozing","8","63","4.143","VB|NN"
"SNOPES","6","972","6.879","#"
"snored","6","45","3.807","VB"
"snorer","6","3","1.099","NN"
"snorers","7","8","2.079","NN"
"snores","6","58","4.060","NN|VB"
"snorkels","8","34","3.526","NN|VB"
"SNORKLE","7","80","4.382","#"
"snorter","7","7","1.946","NN"
"snorters","8","2","0.693","NN"
"snortier","8","0","0.000","JJ"
"snortiest","9","0","0.000","#"
"snorting","8","239","5.476","NN|VB"
"snorts","6","80","4.382","VB"
"snorty","6","3","1.099","JJ"
"snottier","8","1","0.000","JJ"
"snottiest","9","1","0.000","#"
"snouts","6","31","3.434","NN"
"snowballed","10","45","3.807","VB"
"snowballing","11","47","3.850","VB|NN|JJ"
"snowberries","11","0","0.000","NN"
"snowberry","9","0","0.000","NN"
"snowblindness","13","1","0.000","NN"
"snowdrifts","10","55","4.007","NN"
"snowdrop","8","11","2.398","NN"
"snowdrops","9","11","2.398","NN"
"snowfalls","9","47","3.850","NN"
"snowfields","10","14","2.639","NN"
"snowier","7","1","0.000","JJ"
"snowiest","8","6","1.792","JJ"
"snowiness","9","0","0.000","NN"
"snowline","8","9","2.197","#"
"snowmen","7","73","4.290","NN"
"snowploughs","11","1","0.000","NN|VB"
"snowshoes","9","84","4.431","NN"
"snowstorms","10","62","4.127","NN"
"snubs","5","32","3.466","NN|VB"
"SNUCK","5","448","6.105","VB"
"snuffers","8","4","1.386","NN"
"snuffing","8","48","3.871","VB|NN|JJ"
"snuffled","8","18","2.890","VB"
"snuffles","8","37","3.611","VB|NN"
"snuffling","9","32","3.466","VB|NN|JJ"
"snuffs","6","21","3.045","VB"
"snugged","7","19","2.944","VB"
"snugger","7","22","3.091","JJ"
"snuggeries","10","0","0.000","NN"
"snuggery","8","0","0.000","NN"
"snuggest","8","0","0.000","JJ"
"snugging","8","6","1.792","#"
"snuggles","8","151","5.017","VB|NN"
"snuggling","9","158","5.063","VB|NN|JJ"
"snugness","8","8","2.079","NN"
"snugs","5","22","3.091","#"
"SNYDER","6","3,288","8.098","NN"
"SNYDER'S","8","345","5.844","encl"
"SO'S","4","714","6.571","#"
"soaker","6","50","3.912","NN"
"soakers","7","32","3.466","NN"
"soaks","5","175","5.165","VB"
"soapboxes","9","56","4.025","NN"
"soaped","6","88","4.477","VB|JJ"
"soapier","7","0","0.000","JJ"
"soapiest","8","1","0.000","JJ"
"soapiness","9","1","0.000","NN"
"soaping","7","77","4.344","VB|NN|JJ"
"soars","5","163","5.094","NN|VB"
"SOBA","4","100","4.605","#"
"soberer","7","2","0.693","JJ"
"soberest","8","0","0.000","JJ"
"sobers","6","97","4.575","VB"
"SOBIBOR","7","441","6.089","#"
"sobriquets","10","2","0.693","NN"
"SOCAL","5","332","5.805","#"
"SOCHI","5","22","3.091","NN"
"sociability","11","43","3.761","NN"
"sociables","9","3","1.099","#"
"sociably","8","4","1.386","RB"
"socialists","10","1,603","7.380","NN"
"socialites","10","8","2.079","NN"
"socializations","14","1","0.000","NN"
"socializing","11","542","6.295","VB"
"socials","7","183","5.209","NN"
"SOCIETE","7","323","5.778","NN|minor"
"SOCINIANISM","11","0","0.000","NN"
"SOCKDOLOGIZING","14","0","0.000","#"
"socking","7","29","3.367","VB|NN|JJ"
"SOCOLA","6","4","1.386","#"
"SOCONOCO","8","0","0.000","#"
"sodas","5","264","5.576","NN"
"SODDENLY","8","1","0.000","#"
"SODDIES","7","1","0.000","VB|NN"
"sodding","7","80","4.382","JJ|VB|NN"
"sodomites","9","103","4.635","NN"
"sods","4","99","4.595","NN|VB"
"SOE","3","168","5.124","#"
"SOEREN","6","57","4.043","#"
"soever","6","18","2.890","RB"
"SOFAR","5","125","4.828","NN"
"softeners","9","32","3.466","NN"
"softheartedness","15","0","0.000","#"
"softies","7","68","4.220","NN"
"softish","7","12","2.485","JJ"
"softland","8","1","0.000","NN|VB"
"softlanded","10","0","0.000","JJ|VB"
"softlanding","11","7","1.946","#"
"softlands","9","0","0.000","NN|VB"
"softwoods","9","30","3.401","NN"
"soggier","7","2","0.693","JJ"
"soggiest","8","1","0.000","JJ"
"soggily","7","0","0.000","RB"
"sogginess","9","10","2.303","NN"
"soh","3","149","5.004","NN"
"SOHN","4","279","5.631","#"
"sohs","4","0","0.000","#"
"soigne","6","10","2.303","JJ"
"soignee","7","1","0.000","minor|JJ"
"soiling","7","238","5.472","VB|NN|JJ"
"sojourned","9","4","1.386","VB"
"sojourning","10","7","1.946","VB"
"sojourns","8","10","2.303","NN|VB"
"SOKOL","5","162","5.088","#"
"SOKOLEV","7","0","0.000","#"
"SOKOLOV","7","78","4.357","#"
"SOKOLSKY","8","28","3.332","#"
"Sol","3","7,544","8.929","NN"
"solaces","7","0","0.000","NN"
"solacing","8","0","0.000","VB"
"solaria","7","36","3.584","NN"
"solariums","9","2","0.693","NN"
"solders","7","123","4.812","NN|VB"
"soldiered","9","11","2.398","VB|JJ"
"soldierlike","11","0","0.000","VB|NN|JJ"
"solecism","8","12","2.485","NN"
"solecisms","9","1","0.000","NN"
"soled","5","57","4.043","VB|JJ"
"SOLEMNIS","8","36","3.584","#"
"solemnities","11","3","1.099","NN"
"solemnization","13","4","1.386","NN"
"solemnized","10","22","3.091","VB|JJ"
"solemnizes","10","6","1.792","VB"
"solemnizing","11","0","0.000","VB|NN|JJ"
"solemnness","10","2","0.693","NN"
"SOLESMES","8","2","0.693","#"
"solicitations","13","305","5.720","NN"
"solicitors","10","293","5.680","NN"
"solicitously","12","9","2.197","RB"
"solidi","6","16","2.773","#"
"solidification","14","54","3.989","NN"
"solidifications","15","3","1.099","NN"
"solidified","10","191","5.252","VB|JJ"
"solidifying","11","89","4.489","VB|NN"
"solidness","9","9","2.197","NN"
"solidus","7","21","3.045","NN"
"soliloquies","11","36","3.584","NN"
"soliloquize","11","2","0.693","VB"
"soliloquized","12","42","3.738","VB"
"soliloquizes","12","0","0.000","VB"
"soliloquizing","13","5","1.609","VB|NN|JJ"
"soling","6","9","2.197","VB|NN|JJ"
"solipsist","9","44","3.784","NN"
"solipsistic","11","46","3.829","#"
"solipsists","10","7","1.946","NN"
"solitaires","10","8","2.079","NN"
"solitaries","10","23","3.135","NN"
"solitarily","10","3","1.099","RB"
"SOLITUDINEM","11","0","0.000","#"
"soloed","6","51","3.932","JJ"
"soloing","7","196","5.278","VB"
"SOLOVIEV","8","34","3.526","#"
"sols","4","38","3.638","NN"
"solstices","9","61","4.111","NN"
"solvable","8","159","5.069","JJ"
"SOLVATING","9","0","0.000","#"
"solver","6","767","6.642","NN"
"solvers","7","224","5.412","NN"
"Somali","6","463","6.138","JJ|NN"
"Somalian","8","39","3.664","JJ|NN"
"Somalians","9","20","2.996","NN"
"Somalis","7","255","5.541","NN"
"SOMAY","5","2","0.693","#"
"sombre","6","73","4.290","JJ"
"sombrely","8","4","1.386","RB"
"sombreness","10","1","0.000","NN"
"sombreros","9","14","2.639","NN"
"SOMEBODY'LL","11","10","2.303","encl"
"SOMEONE'LL","10","16","2.773","encl"
"SOMERS","6","317","5.759","NN"
"somersaulted","12","18","2.890","VB|JJ"
"SOMERVILLE","10","758","6.631","NN"
"SOMETHIN","8","772","6.649","JJ|RB|NN|VB"
"someway","7","252","5.529","RB"
"SOMEWHERES","10","66","4.190","RB"
"SOMMELIER","9","7","1.946","minor"
"SOMMERS","7","232","5.447","#"
"somnambulated","13","1","0.000","VB"
"somnambulates","13","0","0.000","VB"
"somnambulating","14","0","0.000","VB|NN|JJ"
"somnambulism","12","8","2.079","NN"
"somnambulist","12","38","3.638","NN"
"somnambulists","13","1","0.000","NN"
"somnolently","11","0","0.000","RB"
"SOMPIN","6","3","1.099","#"
"SONAMBULA","9","0","0.000","#"
"sonant","6","1","0.000","NN|JJ"
"SONATES","7","8","2.079","#"
"SONENBERG","9","2","0.693","#"
"SONGAU","6","0","0.000","#"
"SONGBAG","7","0","0.000","NN|VB"
"songbirds","9","86","4.454","NN"
"songbooks","9","72","4.277","NN"
"songster","8","13","2.565","NN"
"songsters","9","9","2.197","NN"
"songstress","10","13","2.565","NN"
"songstresses","12","1","0.000","NN"
"sonneteer","9","230","5.438","NN"
"sonneteers","10","0","0.000","#"
"SONOFABITCH","11","112","4.718","NN"
"SONORA","6","231","5.442","NN"
"sonorities","10","27","3.296","NN"
"sonority","8","42","3.738","NN"
"sonorous","8","41","3.714","JJ"
"sonorously","10","3","1.099","RB"
"sonsier","7","0","0.000","#"
"sonsiest","8","0","0.000","#"
"sonsy","5","1","0.000","JJ"
"SONUVABITCH","11","15","2.708","#"
"SOOMED","6","0","0.000","#"
"SOON'S","6","5","1.609","#"
"soonest","7","340","5.829","JJ"
"sooted","6","0","0.000","JJ"
"soothes","7","59","4.078","VB"
"sootier","7","0","0.000","JJ"
"sootiest","8","0","0.000","JJ"
"sooting","7","2","0.693","VB"
"soots","5","12","2.485","#"
"SOPHIAS","7","2","0.693","NN"
"sophisms","8","4","1.386","NN"
"sophist","7","59","4.078","NN"
"sophisticating","14","0","0.000","VB"
"sophistries","11","8","2.079","NN"
"sophists","8","27","3.296","NN"
"SOPHOCLEAN","10","1","0.000","JJ"
"soporific","9","39","3.664","JJ"
"soporifically","13","3","1.099","RB"
"soporifics","10","3","1.099","#"
"sopped","6","9","2.197","VB"
"soppier","7","0","0.000","JJ"
"soppiest","8","0","0.000","JJ"
"soppy","5","33","3.497","JJ"
"SOPSAISANA","10","5","1.609","#"
"SOR'L","5","0","0.000","#"
"SORBED","6","1","0.000","#"
"sorbets","7","7","1.946","NN"
"sorcerers","9","271","5.602","NN"
"sorceresses","11","10","2.303","NN"
"sorceries","9","110","4.700","NN"
"sordidly","8","0","0.000","RB"
"sordidness","10","6","1.792","NN"
"sorehead","8","8","2.079","NN"
"soreheads","9","7","1.946","#"
"sorer","5","14","2.639","JJ"
"sorrel","6","94","4.543","JJ|NN"
"sorrels","7","32","3.466","#"
"SORRENTINE","10","0","0.000","JJ"
"SORRENTINE'S","12","0","0.000","#"
"SORRENTINO","10","4","1.386","#"
"sorrier","7","36","3.584","JJ"
"sorrowed","8","2","0.693","VB"
"sorrowfully","11","35","3.555","RB"
"sorrowfulness","13","1","0.000","NN"
"sorrowing","9","5","1.609","NN|VB|JJ"
"sorter","6","108","4.682","NN"
"sorters","7","28","3.332","NN"
"sorties","7","175","5.165","NN"
"SOS","3","1,070","6.975","#"
"sot","3","471","6.155","NN"
"Sotho","5","10","2.303","#"
"Sothos","6","6","1.792","NN"
"sots","4","36","3.584","NN"
"sottish","7","1","0.000","JJ"
"sottishly","9","0","0.000","RB"
"sottishness","11","0","0.000","NN"
"SOTUN","5","0","0.000","#"
"sou","3","2,080","7.640","minor"
"sou'wester","10","6","1.792","NN"
"sou'westers","11","0","0.000","#"
"soubrette","9","8","2.079","NN"
"soubrettes","10","0","0.000","#"
"soubriquets","11","1","0.000","#"
"SOUCI","5","39","3.664","#"
"souffles","8","14","2.639","NN"
"sough","5","7","1.946","VB|NN"
"soughed","7","0","0.000","VB|JJ"
"soughing","8","3","1.099","VB"
"soughs","6","2","0.693","VB|NN"
"SOUKHOUMA","9","0","0.000","#"
"SOULD","5","659","6.491","#"
"SOULE","5","52","3.951","#"
"soulfulness","11","10","2.303","NN"
"soullessly","10","0","0.000","RB"
"soullessness","12","3","1.099","NN"
"soundest","8","21","3.045","JJ"
"soundings","9","135","4.905","NN"
"soundlessly","11","48","3.871","RB"
"soundproofed","12","23","3.135","VB|JJ"
"soundproofing","13","48","3.871","VB|NN|JJ"
"soundproofs","11","0","0.000","VB"
"soundtracks","11","1,420","7.258","NN|VB"
"SOUNION","7","3","1.099","#"
"soupcon","7","7","1.946","NN"
"SOUPHANOUVONG","13","13","2.565","#"
"sourdoughs","10","18","2.890","NN"
"soured","6","189","5.242","VB"
"sourer","6","3","1.099","JJ"
"sourest","7","2","0.693","JJ"
"souring","7","35","3.555","VB|JJ"
"sourness","8","43","3.761","NN"
"sourpusses","10","3","1.099","NN"
"SOUSA","5","186","5.226","NN"
"sousaphones","11","12","2.485","NN"
"souse","5","13","2.565","VB|NN|RB"
"soused","6","21","3.045","VB|JJ"
"souses","6","0","0.000","VB|NN"
"sousing","7","2","0.693","VB|NN|JJ"
"soutane","7","0","0.000","NN"
"soutanes","8","0","0.000","NN"
"southeaster","11","2","0.693","NN"
"southeasterly","13","5","1.609","JJ"
"southeasters","12","0","0.000","NN"
"southeastward","13","0","0.000","JJ|RB"
"southeastwards","14","0","0.000","RB|JJ"
"southerly","9","106","4.663","JJ"
"southernmost","12","130","4.868","JJ"
"SOUTHEY","7","29","3.367","NN"
"SOUTHFIELD","10","291","5.673","NN"
"SOUTHLAND","9","249","5.517","NN"
"southpaws","9","12","2.485","NN"
"SOUTHS","6","13","2.565","#"
"southwards","10","58","4.060","RB|JJ"
"southwester","11","1","0.000","NN"
"southwesterly","13","3","1.099","JJ|RB"
"southwesters","12","0","0.000","NN"
"southwestward","13","1","0.000","JJ|RB|NN"
"southwestwards","14","0","0.000","RB|JJ"
"SOUVANNA","8","4","1.386","#"
"sovietize","9","0","0.000","VB"
"sovietized","10","0","0.000","JJ|VB"
"sovietizes","10","0","0.000","VB"
"sovietizing","11","0","0.000","VB"
"SOVIETSKAYA","11","3","1.099","#"
"SOVKHOZES","9","15","2.708","#"
"sowed","5","95","4.554","VB"
"sower","5","59","4.078","NN"
"SOWERED","7","0","0.000","#"
"sowers","6","81","4.394","NN"
"sows","4","105","4.654","VB"
"SOX","3","1,663","7.416","NN"
"SOXHLET","7","6","1.792","#"
"soya","4","158","5.063","NN"
"SOYABURGERS","11","0","0.000","NN"
"sozzled","7","7","1.946","JJ|VB"
"spaceships","10","361","5.889","NN"
"spaciously","10","0","0.000","RB"
"SPADA","5","59","4.078","#"
"spaded","6","2","0.693","JJ"
"spadeful","8","1","0.000","NN"
"spadefuls","9","0","0.000","NN"
"spadework","9","3","1.099","NN"
"spading","7","20","2.996","VB|NN|JJ"
"SPAGNA","6","36","3.584","#"
"SPAHN","5","139","4.934","#"
"SPAHN'S","7","0","0.000","#"
"SPAHNIE","7","0","0.000","#"
"SPANDRELS","9","2","0.693","#"
"spangles","8","67","4.205","NN"
"spangling","9","1","0.000","NN|VB|JJ"
"Spaniards","9","285","5.652","NN"
"spaniels","8","454","6.118","NN"
"spanked","7","1,729","7.455","VB|JJ"
"spanking","8","4,508","8.414","JJ|NN|VB"
"spankings","9","518","6.250","NN"
"spanks","6","408","6.011","VB"
"spanners","8","47","3.850","NN"
"sparely","7","2","0.693","RB"
"spareness","9","3","1.099","NN"
"sparer","6","8","2.079","JJ|NN"
"sparest","7","1","0.000","JJ"
"sparingly","9","512","6.238","RB"
"sparking","8","175","5.165","VB"
"sparklers","9","56","4.025","NN"
"SPARKY","6","706","6.560","JJ"
"SPARLING","8","54","3.989","NN"
"SPARLING'S","10","0","0.000","#"
"sparred","7","31","3.434","VB|JJ"
"sparrows","8","202","5.308","NN"
"spars","5","223","5.407","NN|VB"
"sparseness","10","17","2.833","NN"
"sparser","7","15","2.708","JJ"
"sparsest","8","4","1.386","JJ"
"Spartans","8","349","5.855","NN"
"spas","4","135","4.905","NN"
"spasmodical","11","0","0.000","#"
"spasmodically","13","49","3.892","RB"
"spastics","8","5","1.609","NN"
"spatchcock","10","0","0.000","NN"
"spatchcocked","12","0","0.000","JJ"
"spatchcocking","13","0","0.000","VB"
"spatchcocks","11","8","2.079","NN"
"spate","5","290","5.670","NN"
"spatially","9","150","5.011","RB"
"spattering","10","36","3.584","VB|NN"
"spatters","8","14","2.639","VB|NN"
"spatulas","8","42","3.738","NN"
"spavin","6","16","2.773","NN"
"spavined","8","0","0.000","JJ"
"spawned","7","1,108","7.010","VB"
"spawning","8","2,642","7.879","VB|NN"
"spawns","6","392","5.971","VB"
"spayed","6","580","6.363","VB|JJ"
"spaying","7","242","5.489","VB|NN|JJ"
